state,date_installed,incentive_prog_names,type,size_kw,appraised,zipcode,install_type,installer,cost_per_watt,cost,lbnl_tts_version_year,lbnl_tts,city,utility_clean,tech_1,model1_clean,county,annual_PV_prod,annual_insolation,rebate,sales_tax_cost,tilt1,tracking_type,azimuth1,manuf2_clean,manuf3_clean,manuf1_clean,inv_man_clean,reported_annual_energy_prod,incentivetype,year_app_implied,year,npv_fit_real,application_implied,npv_pbi_real,other_incentive,appraised_cluster,inflation,other_incentive_real,zip_available,cust_city,pbi,pbi_real,pbi_length,application,fit_length,fit_rate,fit_payment,_3rdparty_implied,utility,install_price_real_w,install_price,installer_clean,manuf1_,inverter_reported,rebate_real,model1,_3rdparty,inv_model_reported,microinv_solarhub,bipv_3,bipv_2,bipv_1,sales_tax_rate,sales_tax_cost_real,bipv_all,thinfilm_all,china,sys_sizeac,pbi_rate,new_constr,effic_1,cust_county,tracking,inv_model_clean,mod_cost_real,inv_cost_real,bos_powerclerk_real,permitting_real,3rdparty,Filters=maxsize=30600&minsize=0&state=CA&zipcode=90020
CA,10/12/2010,Los Angeles Department of Water & Power,uir,5.04,,90020,residential,Alpha Greensolar,11.2424603175,56662.0,2016,true,Los Angeles,Los Angeles Department of Water & Power,,,Los Angeles,7923.618897,5.560623646,13897.26,2853.482014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA,07/20/2012,Los Angeles Department of Water & Power,uir,12.9,true,90020,residential,SolarCity,4.975,64177.5,2016,true,Los Angeles,Los Angeles Department of Water & Power,Poly,KD215GX-LPU,Los Angeles,,,20058.0,2412.665602,26.0,Fixed,90.0,,,,,17848.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
CA,10/18/2011,Los Angeles Department of Water & Power,uir,13.34,,90020,residential,Elite Electric,7.0,93380.0,2016,true,Los Angeles,Los Angeles Department of Water & Power,,,Los Angeles,20972.43573,5.560623646,34205.4,3776.397059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA,08/15/2013,Los Angeles Department of Water & Power,uir,2.45,true,90020,residential,SolarCity,5.1,12495.0,2016,true,Los Angeles,Los Angeles Department of Water & Power,Poly,TSM-245PA05.18,Los Angeles,3679.634723,5.307789326,2141.0,483.0600824,10.0,Fixed,180.0,,,,,3685.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
CA,04/26/2013,Los Angeles Department of Water & Power,uir,4.08,true,90020,residential,SolarCity,5.1,20808.0,2016,true,Los Angeles,Los Angeles Department of Water & Power,Poly,multiple matches,Los Angeles,5981.110166,5.180917263,3543.0,804.4429127,6.0,Fixed,90.0,,,,,5708.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
CA,03/01/2007,Los Angeles Department of Water & Power,uir,5.1,,90020,residential,,6.1019607843,31120.0,2016,true,Los Angeles,Los Angeles Department of Water & Power,,,Los Angeles,8017.947693,5.560623646,17181.36,1529.341749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA,07/19/2012,Los Angeles Department of Water & Power,uir,2.82,true,90020,residential,SolarCity,4.975,14029.5,2016,true,Los Angeles,Los Angeles Department of Water & Power,Poly,multiple matches,Los Angeles,4104.312407,5.144188881,4249.0,527.4199223,5.0,Fixed,177.0,,,,,3927.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
CA,12/16/2009,Los Angeles Department of Water & Power,uir,11.18,,90020,residential,Rec Solar,6.1569490161,68834.69,2016,true,Los Angeles,Los Angeles Department of Water & Power,,,Los Angeles,17576.59906,5.560623646,30335.76,3410.727883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA,04/16/2010,Los Angeles Department of Water & Power,uir,4.1,true,90020,residential,SolarCity,13.0,53300.0,2016,true,Los Angeles,Los Angeles Department of Water & Power,,,Los Angeles,6445.801086,5.560623646,12124.08,2684.172662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA,10/17/2011,Los Angeles Department of Water & Power,uir,5.6,,90020,residential,Aca Solar,9.1607142857,51300.0,2016,true,Los Angeles,Los Angeles Department of Water & Power,,,Los Angeles,8804.020996,5.560623646,14155.2,2074.632353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
CA,04/15/2011,Los Angeles Department of Water & Power,uir,3.68,,90020,residential,Econo Air,10.8682065217,39995.0,2016,true,Los Angeles,Los Angeles Department of Water & Power,,,Los Angeles,5785.499512,5.560623646,11329.56,1617.444853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
